1970,1980,1990,2000,2010,word
1,0,0,0,0,old-time
0,0,0,0,1,devout
0,0,0,0,1,convertible
1,1,2,1,1,blasted
2,2,3,3,2,all_right
0,1,0,0,0,coy
1,1,2,2,1,ill
1,2,0,1,1,bronzed
1,1,1,1,1,tough
0,1,0,0,0,irresponsible
0,0,0,1,0,cliff-hanging
1,1,2,0,1,brassy
0,0,1,0,0,abdominal
0,1,1,1,0,first-come-first-serve
0,1,0,0,0,snappy
0,0,1,0,0,basic
1,1,1,1,1,lovely
0,0,1,0,0,fleeting
1,1,1,1,1,beloved
1,0,0,0,0,eastern
0,1,0,1,0,screaky
1,0,1,1,0,gracious
1,1,1,1,1,east
0,0,0,1,0,homebound
0,1,0,0,0,lesser
1,1,1,1,1,ugly
0,0,1,1,0,near
0,1,1,1,0,neat
0,0,0,1,0,penultimate
0,0,0,1,0,elaborate
0,1,1,1,1,chilling
0,0,1,0,0,pessimistic
0,0,0,1,0,defeated
1,1,2,1,1,dizzy
0,0,0,1,0,exterior
0,0,0,1,0,patent
0,0,1,0,0,unfortunate
0,0,0,0,1,preconceived
0,1,1,1,0,independent
0,0,1,0,0,bearded
1,0,1,0,0,social
1,1,1,1,0,evil
0,0,0,1,0,norwegian
1,1,1,1,1,dark
0,1,0,0,0,unseasoned
0,0,1,0,0,forceful
1,1,2,1,1,humble
1,0,0,0,0,ragged
1,1,1,1,0,greatest
0,0,0,1,0,impertinent
0,0,0,0,1,analyzable
0,1,0,1,0,musical
1,1,1,1,1,left
1,0,0,0,0,seasonal
1,0,0,0,0,indigo
0,0,1,1,0,kinky
1,1,1,2,0,ephemeral
1,1,0,0,0,sleepy
1,0,1,1,1,unfair
0,0,1,0,0,belowground
1,1,1,1,1,human
0,0,1,0,0,convivial
0,0,1,0,0,knock-kneed
0,1,0,0,0,self-assured
1,0,0,0,0,agile
0,1,0,0,0,seedy
0,0,0,0,1,royal
1,1,1,1,1,brainsick
1,1,1,1,1,innocent
0,0,1,1,0,righteous
0,0,0,1,0,bandy
0,0,0,0,1,insensitive
0,0,1,1,0,posed
0,1,0,1,1,possible
0,1,0,0,0,discreet
1,1,0,0,0,dreamy
0,1,0,0,0,incontrovertible
0,1,1,1,0,bushy
0,0,1,1,0,seductive
0,0,1,1,0,unnecessary
0,0,0,1,0,specific
0,0,1,1,0,diaphanous
0,0,0,1,1,invaluable
0,1,1,0,1,antique
0,1,0,0,0,embroiled
1,1,1,1,1,right
1,1,1,1,1,old
1,1,1,1,1,easy
0,0,0,0,1,deaf
1,1,1,1,2,dead
1,0,0,0,0,captive
0,0,1,0,0,bromidic
0,0,1,0,0,dear
1,1,0,1,0,confusing
1,1,1,1,1,dense
0,1,0,1,0,fourth
1,1,1,1,1,purple
0,0,0,1,1,opposite
0,0,0,1,0,creative
0,1,1,0,0,witty
1,0,0,0,0,adorable
1,2,2,1,1,particular
0,0,0,1,0,khaki
0,0,1,0,0,ironclad
1,1,1,1,0,bold
0,0,0,1,0,defensive
1,0,0,0,0,sizzling
0,0,1,1,1,plus
0,0,0,1,0,disarrayed
1,1,1,0,1,bound
0,1,1,0,0,obscene
0,0,1,0,0,vanished
0,0,0,0,1,down
0,0,1,0,0,capped
1,0,0,0,0,refined
1,1,1,1,1,frightened
0,0,0,1,0,initial
0,1,0,1,1,tame
1,1,1,1,1,virgin
0,1,0,0,0,lurid
0,0,1,0,0,intoxicant
1,0,0,1,1,secondhand
0,0,0,1,0,wireless
1,0,0,1,1,feminine
1,0,1,0,1,farinaceous
1,1,1,1,1,true
0,0,1,0,0,undefeated
0,1,1,1,1,inside
0,1,1,1,0,emotional
0,1,0,1,0,juvenile
1,1,1,1,1,proud
0,0,1,0,0,unleaded
0,0,0,0,1,inclusive
0,1,0,0,0,muscular
0,0,0,0,1,mediocre
0,0,0,1,0,annoying
0,0,0,1,0,unholy
1,1,1,1,1,physical
0,0,1,0,0,marxist
0,1,1,1,1,faithful
1,0,0,0,0,eerie
0,1,1,1,1,authoritative
0,0,1,0,0,handed
1,1,0,1,0,interested
0,1,1,1,0,digital
0,0,0,0,1,transgender
0,1,0,0,0,unbalanced
1,1,1,1,1,welcome
1,0,0,1,0,polite
1,1,1,0,0,brief
1,1,2,1,1,hurt
1,1,1,1,1,younger
0,1,0,1,0,ineluctable
1,0,0,1,1,daily
0,0,1,1,1,loyal
0,0,1,0,1,global
0,0,0,1,0,fabricated
1,0,0,0,0,tripartite
1,0,0,0,0,balmy
0,1,2,2,0,grateful
1,0,1,1,2,disgusting
0,0,0,0,1,german
1,1,1,1,1,brown
0,1,0,0,0,antediluvian
0,0,0,0,1,exalted
0,0,0,0,1,unfamiliar
0,0,0,0,1,sloppy
0,0,1,1,0,exact
1,1,1,1,1,feeble
1,1,1,1,1,cool
1,1,1,1,0,dim
1,0,0,0,0,dark-haired
0,1,0,1,1,impermanent
1,0,1,0,0,cloudy
0,0,0,1,0,discrete
1,1,1,1,1,quick
1,0,0,0,0,unaware
0,1,0,1,1,upper
0,0,0,1,0,unexpected
1,0,0,0,0,appointive
1,0,0,1,0,erotic
0,1,0,1,0,dried
1,1,1,1,0,helpless
0,0,0,1,0,chicken
1,1,1,1,1,all_in
1,1,1,1,1,acrimonious
1,1,1,1,1,celebrated
0,0,0,1,0,uniform
0,1,0,0,0,transcontinental
0,0,0,0,1,international
1,1,1,1,1,freaky
1,1,1,0,0,filled
1,0,0,0,1,hairy
0,0,1,0,0,blunted
0,0,1,0,0,unobserved
1,1,1,1,1,french
0,0,1,1,0,crippled
1,3,2,3,1,alone
0,0,1,1,0,pearly
1,0,0,0,0,canadian
0,0,0,1,1,brilliant
1,1,1,1,1,guilty
0,0,0,1,0,high-tech
0,0,1,1,0,melodious
0,0,0,1,0,logical
1,0,1,1,1,bloody
0,0,1,0,0,prompt
0,0,0,0,2,nauseating
0,0,0,1,0,stingy
1,0,1,0,0,bended
0,0,1,0,0,weeklong
0,1,1,1,1,positive
1,1,1,1,0,angry
1,1,1,1,1,cherished
0,0,0,0,1,olympian
0,0,1,0,0,australian
1,1,1,1,0,wicked
0,0,0,1,0,menstrual
1,1,2,2,0,apparent
4,2,3,0,1,ageless
0,1,0,0,0,downtown
0,0,0,0,1,ignorant
0,0,0,0,1,olive
0,2,2,0,0,bang-up
1,1,1,1,1,fly
0,0,2,0,1,graphic
0,0,0,1,1,sour
0,1,0,0,0,following
1,1,1,0,1,moonlit
0,1,0,0,0,detached
0,0,1,1,0,unconditional
0,0,1,1,1,homelike
0,0,0,1,1,coincident
0,0,0,0,1,chic
1,1,1,1,1,pink
0,1,0,0,0,immune
1,1,2,1,1,cardinal
0,0,1,0,0,windless
1,1,1,1,1,pure
1,0,1,1,0,bleary
0,0,0,1,0,irrational
0,0,0,1,0,impartial
1,1,1,1,1,southern
0,0,1,0,0,floral
0,0,1,1,0,drastic
0,1,1,0,1,filthy
1,0,1,1,0,eighth
1,0,0,0,0,muggy
0,1,1,1,0,supersonic
1,1,2,2,2,natural
0,0,1,0,0,conscious
0,0,0,0,1,explicit
0,0,0,1,0,cantabile
1,0,0,0,0,thorny
0,0,1,0,0,african
1,1,1,1,1,tall
0,1,1,1,1,typical
1,0,1,0,0,insatiate
0,0,1,0,0,shaky
0,0,1,0,0,bibulous
1,0,0,0,0,playful
0,0,1,0,1,lyric
1,1,1,1,1,cold
0,0,0,1,0,avid
0,0,1,1,0,curly
0,1,0,1,0,interesting
1,1,1,1,1,hot
1,1,0,1,0,troubled
0,1,0,0,0,leggy
1,0,0,0,0,bashful
1,1,1,0,0,soulful
0,0,1,0,0,sarcastic
1,0,0,0,0,overpowering
0,1,0,0,0,half
0,1,0,0,0,quenchless
0,0,1,1,0,feverish
0,1,1,0,1,careless
0,1,0,0,1,square
0,1,0,0,0,treacherous
1,1,0,0,0,snow-white
1,1,1,1,1,living
0,0,0,1,0,dehydrated
1,1,1,0,0,nominal
1,0,0,1,0,dutch
0,0,1,1,0,correct
1,0,0,0,0,ascendant
0,1,1,1,0,seventh
1,1,0,1,0,complicated
1,1,1,1,0,scarred
0,1,0,0,1,contented
0,0,1,0,0,british
1,2,1,1,1,honest
0,1,0,0,0,tangled
0,0,0,1,1,massive
0,0,1,1,0,frequent
0,0,1,1,0,first
1,1,1,1,1,blind
0,0,0,1,0,indecent
1,1,1,1,1,fast
0,0,1,1,1,spanish
0,0,0,2,0,chubby
1,2,1,2,1,open
0,0,0,1,0,mammary
0,0,1,0,0,little
1,1,1,1,0,silent
1,1,1,1,0,tragic
2,1,1,1,1,white
0,0,0,1,0,inefficient
0,0,0,1,0,floppy
1,0,0,0,0,southbound
0,0,1,0,1,antic
0,1,1,0,1,elusive
1,2,2,2,2,wide
0,0,0,1,0,doddering
0,0,0,0,1,rugged
0,0,1,0,0,diplomatic
0,1,1,1,0,future
0,1,0,0,0,cavalier
1,0,0,0,0,gigantic
1,1,1,1,1,happy
0,0,0,1,0,fruity
0,0,0,0,1,troublesome
0,0,1,0,0,enhanced
0,1,0,1,0,pro
0,1,1,1,1,premier
1,1,1,1,1,sad
0,0,1,0,0,buried
0,0,1,1,1,distorted
0,0,0,1,0,nazi
0,0,0,1,0,answering
0,0,0,1,0,terrific
0,0,0,1,0,potential
0,0,0,1,0,interior
0,0,1,1,0,blunt
1,0,0,1,0,skinned
0,0,0,1,0,multiple
0,0,0,0,1,oppressive
0,0,1,1,0,normal
0,0,1,0,0,paid
0,0,0,0,1,intergalactic
0,0,1,1,0,conspicuous
0,0,0,0,1,cuban
1,0,0,1,0,surprising
2,2,2,2,2,average
1,1,1,1,0,later
1,1,1,1,1,steady
1,1,1,1,1,hungry
0,1,0,0,0,cushioned
0,0,1,1,0,crooked
0,0,1,0,0,professional
0,0,1,0,0,dispersed
1,0,0,0,0,iniquitous
0,0,1,0,0,precise
0,0,1,0,1,unassailable
0,1,0,0,0,opportunist
1,1,1,1,1,cheap
1,1,1,1,1,bright
0,1,0,0,0,materialistic
1,0,1,1,2,fifth
1,0,0,1,0,blue-eyed
1,1,1,1,1,slow
1,1,1,1,0,unkind
1,1,1,1,1,stormy
0,0,1,1,0,junior
0,0,0,1,0,fickle
1,1,2,1,1,black
0,0,0,1,0,equipped
1,0,0,0,0,teary
0,0,1,0,1,involute
0,1,1,0,0,froward
1,0,0,0,0,warm-blooded
0,1,0,0,0,phantasmagoric
1,0,0,0,0,homegrown
0,0,0,1,0,keyed
1,0,1,1,1,stupid
0,0,0,1,0,raunchy
0,1,1,0,0,ignored
0,0,1,0,0,uneconomical
0,0,1,1,1,asleep
0,1,0,0,0,faceless
1,1,2,2,1,aroused
1,0,0,0,0,enlightening
0,0,0,1,0,limber
0,0,1,0,0,bathetic
0,1,0,1,0,opening
1,1,1,1,1,outside
0,0,0,1,0,affecting
1,0,0,0,0,westbound
0,0,0,1,0,pitiless
0,1,0,0,0,august
1,0,0,0,0,vertical
0,0,0,1,1,parental
0,0,0,1,0,inseparable
0,0,1,0,0,killing
1,0,0,0,0,adept
0,0,1,0,0,fiddling
1,1,1,1,0,spare
0,1,0,0,0,dutiful
1,0,0,0,0,quack
0,1,0,1,0,fried
0,0,1,2,1,talented
0,1,0,0,0,mono
1,1,1,1,1,quiet
0,0,0,1,0,marked
1,0,0,0,0,nearby
0,0,1,0,0,color
0,0,0,1,0,inexplicable
0,0,0,0,1,possessive
0,1,0,1,0,stereophonic
0,0,1,1,2,jammed
0,1,0,1,1,bizarre
0,0,1,1,0,runaway
0,0,1,0,0,caring
0,1,0,0,0,unopened
0,1,0,1,0,capable
1,1,1,1,1,west
0,1,0,1,0,tropical
0,0,0,1,0,almighty
1,1,1,1,0,peaceful
0,0,0,2,1,devilish
0,0,1,0,0,fucked-up
0,0,0,1,0,unturned
1,1,0,0,0,mocking
0,0,2,0,1,dramatic
1,1,0,1,1,careful
0,0,1,0,0,irrelevant
0,0,1,1,1,countless
0,1,1,1,1,sound
0,0,0,1,0,stacked
0,0,1,0,0,tribal
1,1,1,0,0,slippery
1,0,0,0,0,ill-fed
0,1,0,1,0,maximal
0,0,0,1,0,unwritten
0,0,0,1,1,four-wheel
1,1,1,3,1,everyday
0,0,1,1,0,candied
1,1,1,1,1,different
0,0,1,0,0,harsh
0,0,1,0,0,creaky
0,0,1,0,0,poetic
1,1,0,1,0,disquieted
0,0,1,0,0,clammy
0,1,0,0,1,barbed
0,0,0,1,0,barefoot
0,0,0,1,1,statutory
0,0,0,1,1,amuck
0,1,1,2,0,delicate
1,2,3,1,2,cheery
0,0,0,1,0,one-man
0,1,0,0,0,undefined
0,0,0,1,1,bodied
0,0,0,1,0,delectable
0,1,0,1,1,breezy
0,0,1,0,0,severe
1,0,0,0,0,immeasurable
1,2,2,1,1,diffident
0,1,0,1,0,ninth
0,0,2,1,0,lavish
0,0,1,0,0,civilized
1,0,0,0,0,insufficient
0,0,1,0,0,formative
1,0,0,0,0,mournful
1,1,1,1,1,real
1,0,0,0,0,presentable
1,1,1,1,1,early
1,0,0,0,0,orthopedic
0,0,1,0,0,countrywide
1,0,0,0,0,long-haired
1,1,1,1,0,aweary
0,1,0,1,0,grim
0,0,1,1,1,rear
1,0,0,0,0,mod
0,0,1,0,0,distrustful
1,0,0,0,0,acute
0,2,0,0,0,farthermost
0,0,0,1,0,nosy
0,0,1,0,0,laughing
1,1,0,1,0,passionate
0,0,1,0,0,exposed
0,0,0,1,0,racial
2,1,1,2,1,divine
0,0,0,0,1,booming
0,0,0,0,1,gross
0,0,0,1,0,drenched
0,1,1,1,0,slick
1,0,1,1,1,legal
0,0,0,2,0,critical
0,1,0,0,0,moot
0,0,0,0,1,highbrow
0,0,0,1,0,bodacious
0,1,1,0,0,intimate
1,0,0,1,0,sixth
0,0,0,1,0,unusual
2,1,2,2,1,broken
1,0,1,1,0,exciting
1,1,1,1,1,baffled
1,2,1,2,1,ace
2,2,2,1,1,favorite
1,2,1,1,1,slender
0,0,0,1,1,eighteenth
0,1,0,0,0,sadistic
1,0,0,0,0,starry-eyed
1,0,1,0,0,amber
2,2,3,2,2,bitty
1,1,0,1,0,burning
0,0,0,1,0,legged
0,0,1,0,0,short-run
0,0,0,1,0,lively
1,0,1,1,0,homeless
0,1,0,0,0,heated
0,0,1,1,0,elementary
0,0,1,0,0,bubonic
0,1,1,1,1,mental
0,0,1,1,0,alleged
1,0,0,0,0,mindless
1,1,1,1,1,low
0,1,0,0,0,obsessional
0,0,1,1,1,immaculate
0,0,0,1,0,allergic
0,0,0,1,1,illuminated
0,1,0,0,0,fanatic
2,0,0,0,0,baronial
0,1,0,1,0,sophisticated
0,0,1,0,1,soprano
0,1,1,1,1,condemnable
0,1,0,0,0,irreversible
0,0,0,1,1,haitian
0,0,0,1,0,abused
0,0,1,0,0,flamboyant
1,1,1,0,0,romantic
1,1,1,1,1,jamaican
1,1,1,1,1,dirty
1,1,1,1,0,sleazy
0,0,1,0,0,electrifying
1,1,1,0,1,celestial
0,0,1,0,0,gratuitous
2,2,2,2,2,certain
0,0,1,1,0,hard-core
0,0,0,1,0,fifty-fifth
1,1,1,1,1,deep
0,1,0,0,0,general
1,0,1,1,0,tasty
1,1,1,1,0,bleached
1,1,1,1,1,incorrect
0,0,1,1,1,selfish
1,0,0,0,0,beaming
0,1,0,0,0,implicative
0,0,1,0,0,elemental
1,1,1,1,1,tight
0,0,0,1,0,heathen
0,0,0,1,0,disgraceful
1,1,1,1,1,separate
0,0,1,0,0,forgettable
1,0,0,0,0,custom-made
1,1,1,1,1,fetid
1,1,0,1,1,important
1,1,0,0,1,twenty-first
0,0,0,1,0,nerve-racking
0,0,0,1,0,prudent
0,0,1,0,0,fiscal
0,0,1,1,1,appareled
0,0,0,1,0,curvy
1,0,1,0,0,syncopated
1,1,1,1,1,clandestine
0,0,0,1,0,alright
0,0,1,0,2,deluxe
0,0,0,1,1,oral
0,1,1,1,1,original
0,0,0,1,0,sicilian
1,1,1,1,0,chinese
1,0,1,0,0,suburban
1,0,0,0,0,ad-lib
1,0,0,1,0,abashed
1,1,0,0,0,messy
0,0,2,1,1,religious
0,1,1,1,0,shattered
0,0,0,1,0,attentive
0,1,1,0,0,sparkling
0,0,1,0,0,deep-rooted
0,1,0,1,0,hideous
0,0,0,0,1,tethered
0,1,1,1,0,worse
0,1,0,0,0,egyptian
0,1,0,1,0,far
1,1,0,0,1,carefree
1,1,1,1,1,fat
1,1,1,1,1,worst
2,0,1,1,1,awful
0,0,1,0,0,dapper
1,0,0,0,0,sentimental
0,1,0,0,0,trustful
0,1,0,0,0,ceaseless
1,1,2,2,2,large
0,1,1,1,0,sane
2,2,2,2,2,small
0,0,0,1,0,humongous
0,0,1,0,0,portable
0,0,0,0,1,adust
1,1,0,0,0,built-in
1,1,1,1,1,past
0,0,1,1,0,destitute
2,0,1,2,0,casual
0,0,1,0,0,poisonous
1,0,0,0,0,eminent
0,1,1,1,1,public
0,0,1,0,0,revealing
0,1,1,3,1,ferocious
1,1,1,1,1,loose
0,0,0,1,1,selective
1,1,1,1,1,excess
1,1,1,1,1,concluding
1,1,1,1,1,strong
0,0,0,1,0,breakable
0,0,0,1,0,light-skinned
2,0,0,2,0,colored
1,1,1,1,0,aforesaid
0,0,1,2,1,piquant
0,0,1,1,0,milky
0,1,0,0,0,narrow
0,0,0,1,0,snow-clad
0,0,2,1,0,chunky
0,0,1,1,1,armed
0,0,1,0,0,conventional
1,0,1,0,1,faint
0,1,1,1,1,gorgeous
0,1,0,0,0,mysterious
0,1,0,0,0,tacky
1,0,0,0,0,stand-up
1,1,1,1,1,flat
0,1,1,0,0,instrumental
0,0,1,1,0,tested
0,1,0,0,0,cluttered
0,0,0,1,0,uncool
1,1,1,1,1,glad
1,1,1,1,2,cunning
0,1,1,0,1,fatal
0,0,0,1,0,reconstructive
0,0,1,0,0,cuddlesome
0,0,1,0,0,centrifugal
1,1,1,1,0,sudden
0,0,0,0,1,dazed
0,0,1,1,0,spontaneous
0,0,0,1,0,self-conscious
1,1,1,1,1,beautiful
0,0,0,1,0,stubborn
1,1,2,1,0,atrocious
0,0,1,0,0,magenta
0,0,1,1,1,huge
0,0,0,1,1,awkward
0,1,0,0,0,pressing
1,0,0,0,0,unlucky
1,1,1,1,1,sacred
0,0,0,0,1,galactic
0,0,0,1,0,bouffant
0,0,0,1,0,unashamed
1,1,1,1,1,short
1,1,0,1,0,crowded
0,0,1,0,0,negligible
1,1,0,0,0,crafty
1,0,0,0,0,mexican
0,1,0,0,1,auburn
0,0,1,0,0,disabled
0,0,0,1,1,held
0,1,0,0,0,kinetic
0,0,0,0,1,arrogant
1,1,1,1,1,late
0,0,0,1,0,harmless
1,0,0,0,0,ritzy
1,1,1,1,1,finer
1,1,1,1,1,good
0,0,1,1,1,disrespectful
0,0,1,1,0,bigheaded
1,1,1,0,0,unreal
1,0,0,0,0,grubby
0,0,1,2,2,frigid
1,0,0,0,0,walk-to
0,0,1,0,0,prejudiced
1,2,1,1,1,bigger
0,0,1,1,0,pregnant
0,0,0,1,0,decimal
1,0,0,0,0,stopped
0,0,1,1,0,exquisite
1,1,1,1,1,heavy
1,0,0,0,0,upstairs
0,0,0,0,1,thirteenth
1,0,1,1,0,braided
0,0,0,1,0,navigational
1,0,0,1,1,childish
1,0,0,0,0,discouraging
0,0,1,1,1,acting
1,1,1,1,1,expansive
0,0,1,1,0,pathetic
0,0,0,1,0,pleasant
1,1,1,1,0,hapless
1,1,0,1,1,american
0,0,1,1,1,major
1,1,0,0,0,disregarded
1,1,1,1,1,fancy
0,1,0,0,0,traveled
0,0,1,1,0,brave
1,1,0,1,0,up-to-the-minute
0,0,0,1,0,blank
0,0,1,0,0,sure-fire
0,1,1,1,1,breathless
0,1,0,1,0,leading
0,0,1,0,0,militant
0,0,1,0,0,unhoped
0,1,0,0,0,imperfect
1,2,1,1,1,aureate
0,1,0,0,0,antsy
0,0,1,1,0,immediate
0,0,0,1,0,basal
0,0,0,1,1,convinced
0,0,0,1,0,ungrateful
0,0,0,1,0,iranian
2,1,1,1,1,double
0,1,0,0,0,arrant
0,0,1,0,0,impersonal
3,2,2,2,2,grey
1,0,1,0,0,vocal
1,0,0,0,0,contrary
0,0,1,1,0,unbroken
1,0,0,0,1,stale
0,1,0,0,0,catatonic
0,0,0,1,1,vacant
0,0,1,0,0,outstanding
1,1,2,1,1,juicy
0,1,2,2,1,blond
0,0,1,0,0,unafraid
0,1,0,0,0,blissful
0,1,1,0,0,null
1,1,1,1,0,showery
0,0,1,0,0,vulnerable
1,0,0,0,0,boorish
0,0,1,0,0,astronomic
1,0,1,1,0,useless
0,0,1,0,0,frail
0,0,0,1,0,seedless
0,1,1,0,0,experienced
1,1,1,1,1,electric
0,0,0,1,0,promiscuous
0,0,1,1,0,raucous
0,0,1,0,0,soldierly
0,0,1,0,0,pushful
1,0,0,1,0,mobile
1,1,1,1,1,clear
0,0,0,1,0,faithless
0,0,0,1,0,traditional
0,1,1,0,0,part-time
1,1,1,1,1,clean
0,0,1,1,0,gold
0,0,0,1,0,distressing
0,1,1,0,1,delinquent
1,1,1,1,0,northern
0,1,1,0,0,paranoid
1,1,1,1,1,nervous
1,0,0,1,0,unhappy
1,1,1,1,1,pretty
0,0,0,1,1,valuable
0,0,0,1,0,contagious
0,1,0,1,0,violent
1,2,2,2,1,common
1,1,0,0,0,obscure
1,0,0,0,0,approaching
1,1,1,1,1,insane
0,0,0,1,0,potent
1,1,1,1,1,individual
4,2,2,2,2,bare
0,0,0,1,0,purposeless
