1970,1980,1990,2000,2010,word
0,1,0,2,0,diddy
0,0,1,0,0,ghastly
0,0,2,0,0,dapper
0,0,1,0,1,hip-hop
3,1,0,0,0,doggone
0,0,1,0,0,indispensible
1,0,0,0,0,deathly
0,0,0,1,0,double-up
0,1,0,0,0,frisky
0,1,5,3,0,personal
0,0,0,2,0,fix
44,35,56,73,25,better
1,2,0,1,0,tramp
0,0,0,2,0,missionary
0,0,1,0,0,creo
2,0,1,1,0,hidden
3,3,3,1,0,easier
0,0,0,5,0,bouncin
0,0,1,1,0,foolin
1,0,0,0,0,biding
6,7,14,13,7,safe
3,4,9,11,5,break
1,0,0,0,0,free-ee-ee
0,0,0,1,0,indecent
0,0,0,0,1,man-made
1,0,1,0,0,mucho
0,0,0,2,0,rental
0,0,0,1,2,shawty
0,0,1,0,0,courtside
0,0,0,1,0,bony
1,2,0,0,0,rocky
1,0,0,0,0,long-hair
1,4,4,1,2,sleepless
0,0,1,0,0,betcha
1,0,0,0,0,wooden
0,0,0,1,1,spotless
0,0,0,0,1,next-level
0,1,0,0,0,hard-won
0,1,0,0,0,road'a
4,4,6,17,7,mean
0,0,1,0,0,boombastic
0,0,1,0,0,financial
1,0,0,0,0,a.32
2,2,1,2,1,innocent
1,0,0,1,0,rainin
0,0,1,0,0,sled
0,0,0,1,0,nigerian
3,1,0,1,0,used
0,0,0,1,0,chubby
0,0,0,1,0,oooh-oh-no
0,1,0,0,0,teatime
0,0,0,6,0,gon
0,0,0,1,0,beat-down
1,1,0,1,0,driving
1,0,0,0,0,haired
0,0,0,2,0,psychic
0,1,0,1,0,crucial
0,0,0,2,0,cheesy
0,1,0,0,1,content
0,0,0,2,0,laid
0,0,2,0,1,facin
0,0,1,0,0,tit-tie
0,0,1,0,0,sheisty
0,0,0,2,0,revolving
0,0,0,1,0,opem
0,0,1,0,0,waaaaas
0,0,1,0,0,wanna-be
1,0,0,0,0,thirteen-month-old
0,0,1,0,0,cheatin
0,0,1,0,0,assured
0,1,0,0,0,lawless
41,43,48,40,14,free
1,0,0,0,0,fred
0,0,1,0,0,nth
0,0,1,0,0,moon-spattered
0,0,0,1,0,icky
0,0,0,0,1,mothafuck
0,0,1,0,0,l'amour
0,0,1,1,0,westside
0,0,1,2,1,certified
0,1,0,4,1,greasy
0,0,0,1,0,aisle
1,0,0,0,0,enormous
0,0,1,1,0,shaggy
0,1,0,0,0,tyrolean
0,0,0,1,0,atl
0,0,0,3,0,dutty
0,0,0,0,1,cosmic
0,0,0,1,0,shush
0,0,0,5,1,flawless
0,2,0,0,0,disturbed
0,0,1,0,0,speedy
0,2,1,2,2,hopeless
0,1,0,0,0,tempting
12,12,16,22,11,loud
0,0,1,0,0,iswhoot
0,0,0,1,0,nutty-nutty-nutty
2,0,0,2,0,chopped
0,0,1,0,0,one\n
0,0,0,1,0,angelic
0,0,0,2,0,creepin
1,0,1,0,0,lovable
0,0,6,13,2,raw
0,0,1,1,0,spinning
0,0,0,1,0,bionic
0,0,0,6,3,sober
1,0,0,0,0,big-bellied
0,0,1,0,0,tangle
0,0,0,1,0,electronic
0,1,0,0,0,girly
0,0,5,8,5,twisted
0,0,0,1,0,mobbin
0,0,0,1,1,ballistic
9,10,7,29,12,rockin
2,3,2,6,2,bitter
0,0,1,1,0,unbroken
0,1,0,2,0,listen
0,0,0,1,0,urban
0,1,0,0,0,vegemite
0,0,1,0,0,canned
0,0,0,0,1,whi-whistle
0,0,2,0,0,unheard
0,0,0,1,0,gitchi
0,0,0,0,1,trippy
0,0,2,1,0,direct
1,0,0,0,0,oo-oo-oo-oo
0,1,0,0,0,four-thirteen
2,1,0,0,0,western
1,0,2,0,0,bringin
0,2,0,1,0,wasted
1,0,0,3,1,unsaid
1,1,0,0,0,peculiar
0,0,0,1,0,stocking
1,0,0,0,0,self-contained
0,0,0,1,0,man-gal
0,0,1,0,0,heyyy
0,0,0,1,0,kissable
0,0,1,0,0,elegant
0,0,0,1,0,shoebox
0,0,0,3,1,likely
0,0,0,1,0,up(break
0,1,0,0,0,paralysed
0,0,0,2,0,rotten
0,0,0,2,0,fabulous
6,3,10,4,2,silly
0,0,0,1,0,deserving
0,0,0,1,0,wickest
0,0,1,0,0,devious
6,6,6,5,4,feeling
0,0,0,1,0,oohhh
0,1,0,0,0,my-m-m-y-my
0,0,1,0,0,stomping
1,5,0,0,0,modern
1,0,1,4,1,mind
0,0,1,0,0,rah
0,0,0,1,0,all-time
0,0,3,0,0,corny
0,1,1,0,0,ooohooohooohooo
0,1,1,2,1,ohhhh
0,1,0,0,1,unaffected
1,0,0,0,0,craziest
0,0,0,2,1,forced
2,0,2,1,0,genuine
0,0,1,0,0,"uuu),hot"
0,0,2,1,1,concrete
0,0,0,1,0,convenient
0,0,0,2,0,responsible
0,0,0,1,0,brandon
0,0,1,0,0,oriented
0,1,0,0,0,toothed
0,0,1,0,0,maxi
0,0,1,0,0,1980)==\n{{album
0,0,0,0,1,yucky
0,1,0,0,0,celibate
0,0,1,0,0,susie
0,0,0,0,1,reps-up
0,0,0,1,0,visionary
0,0,1,0,0,ho-hey-ho-hey-ho-hey-ho
1,1,2,0,0,debonair
1,0,0,0,0,owww
0,0,2,5,1,regular
0,0,0,1,0,mo-weezy
1,0,1,3,1,plenty
0,0,0,1,0,barretas
0,0,0,0,1,two-lane
0,0,1,0,0,parting
1,0,0,0,0,flamin
0,0,0,0,2,trashin
0,0,0,1,1,late-night
10,22,22,26,3,special
0,0,0,0,1,frizz
0,0,0,1,1,medical
0,0,1,1,0,devastating
3,1,7,5,2,flow
2,0,0,0,0,two-step
0,0,0,1,0,orderly
0,1,0,0,0,consummate
0,1,0,0,0,temperamental
0,0,0,1,0,"me,xactly"
0,0,0,0,1,pointy
0,0,1,2,1,incomplete
0,0,0,1,0,prettie
1,0,0,0,0,chirpy
0,0,2,2,0,bomb
0,0,0,0,1,overpriced
0,1,0,0,0,alight
0,0,2,3,0,nuff
0,0,1,0,0,bimbo
0,0,1,0,0,infrared
0,1,0,0,0,padded
0,0,0,1,0,trabjame
0,0,1,0,0,drabble
0,0,0,1,0,smashed
0,2,0,0,1,subtle
0,0,0,0,2,jam-packed
0,0,0,1,0,double-u
6,3,9,6,7,busy
0,0,1,0,0,diggedy-dun
1,0,0,0,0,explain
0,0,0,1,0,symphonic
0,1,1,0,0,cupid
57,45,48,41,15,lonely
1,1,2,4,0,deepest
6,7,14,15,5,rich
0,0,0,1,0,flyest
0,0,0,1,0,come-and-get-me
1,0,3,3,0,gangsta
1,0,0,0,0,shoeshine
1,0,0,0,0,high-class
0,0,1,0,0,dl
0,0,1,0,0,dj
0,1,0,2,0,colorful
0,0,1,3,0,di
3,1,0,4,0,stop
1,1,0,0,0,dead-end
0,0,1,0,0,blinking
1,0,6,26,2,da
0,1,2,2,1,pocket
0,1,0,0,0,happiest
1,0,1,0,0,sandy
0,0,1,0,0,ooh-hoo
0,0,0,0,1,baw
0,0,0,1,0,hign
0,0,0,1,0,rhymin
1,0,0,0,0,broken-hearted
1,0,0,0,0,beginnin
0,0,1,2,0,plush
52,38,68,72,56,bad
0,0,1,1,0,ooohh
0,0,1,1,0,piggy
0,0,0,1,0,womething
0,0,2,2,2,automatic
0,1,0,0,0,spineless
4,5,6,9,8,fair
1,0,0,0,0,fluffy
0,1,0,0,0,reefer
0,0,0,1,0,inny
0,0,0,1,0,resist
0,0,1,0,0,cutting
0,0,0,1,0,nuh
0,1,0,0,0,fail
0,0,0,0,1,miserable
0,0,0,2,0,nocturnal
0,0,1,0,0,hammer
36,40,43,71,38,best
0,1,0,0,0,subject
2,2,1,2,0,said
0,0,1,0,0,dorr
1,0,0,0,0,o-o-h
0,0,0,1,0,r&b
0,1,0,0,0,unable
0,1,0,0,0,tainted
1,1,0,3,2,finger
0,0,0,1,0,mum
0,0,0,1,0,vibealacious
0,0,0,0,1,indecisive
4,4,1,1,0,lazy
2,0,3,4,1,drivin
0,0,1,0,0,nationwide
0,0,1,0,1,rolled
0,0,0,0,1,dumber
3,11,12,15,1,weak
0,1,1,0,0,superficial
0,0,0,2,0,wi
2,0,1,0,1,richest
1,0,0,0,0,old-time
0,0,1,1,1,wear
0,0,0,0,1,convertible
1,0,0,0,0,la-la-la
0,0,0,0,1,cashin
0,1,0,0,0,gem-like
0,0,1,0,0,supercalafragilistic
0,0,0,1,0,cos
0,0,0,1,0,frump
0,0,0,1,0,unu
0,0,0,2,1,smartest
0,1,0,0,0,coy
2,0,0,0,1,country
0,0,2,4,0,ill
0,1,0,0,0,bronzed
0,0,0,1,0,fruity
0,1,0,0,0,do-do
0,0,0,1,0,ulous
0,0,0,1,0,forty-year
0,0,0,1,0,lookin
1,0,0,0,0,agile
0,0,1,0,0,n***a
0,0,1,0,0,witcha
0,0,1,0,0,asked
0,1,1,0,0,second-hand
5,14,15,12,1,tough
0,1,0,2,0,prepared
0,0,1,0,1,vexed
0,0,0,1,0,what'chu
0,1,0,0,0,irresponsible
0,0,0,3,1,happenin
0,0,1,0,0,lowly
0,0,0,1,1,wider
0,1,3,2,0,loaded
0,2,1,4,2,blonde
0,0,0,2,0,comical
0,0,1,0,0,lttle
0,0,1,0,0,abdominal
1,3,0,1,0,eager
1,0,0,0,0,well-rehearsed
0,0,1,0,0,latocha
0,0,1,0,1,macking
2,1,1,3,1,tiny
1,0,0,0,0,upside-down
0,0,0,1,0,savin
0,0,1,0,0,detrimental
0,0,1,0,0,p.p
1,0,0,0,0,captive
0,0,0,1,0,ov'r
6,10,5,6,1,lovely
0,0,0,0,1,tallest
0,0,0,1,0,breakable
4,1,9,5,4,deeper
0,0,1,0,0,god-sent
0,0,0,1,0,out.there
1,0,0,0,0,faint-hearted
0,0,0,2,0,light-skinned
0,2,0,0,0,larger
0,0,1,0,0,light-weight
0,0,0,0,1,lift
2,0,0,0,0,ageless
0,0,0,1,0,beatin
0,0,1,0,0,"our,it"
0,1,0,2,0,play
5,0,0,1,2,terrible
0,0,2,0,0,aiy
1,1,0,0,0,sly
0,0,0,1,0,contemplated
0,0,0,1,0,"engine,26"
0,0,0,1,0,freakier
0,0,0,1,0,homebound
0,0,1,0,0,hidin
0,1,0,0,0,lesser
2,2,1,3,2,ugly
0,0,1,1,0,near
0,0,1,0,0,bone-colored
0,0,0,1,1,ugliest
1,4,0,0,1,wildest
0,0,0,1,0,penultimate
0,0,0,1,0,elaborate
0,0,1,0,0,pessimistic
0,0,0,1,0,iz
0,0,0,1,0,goodie
0,0,1,0,0,o.g.funk
0,0,0,1,0,need
0,1,0,2,0,violent
2,1,2,3,0,dizzy
0,0,0,2,0,exterior
0,1,0,0,0,inscrutable
0,0,0,1,0,faked
0,0,0,0,1,insensitive
0,1,2,3,1,inside
0,0,0,0,1,bright-eyed
0,0,0,1,0,patent
8,6,15,15,4,make
0,0,1,3,2,patient
0,0,2,0,0,unfortunate
0,0,0,0,1,preconceived
0,0,0,1,0,80s
0,0,0,1,0,puttin
0,0,0,1,1,yung
0,2,1,7,0,independent
0,0,1,0,0,bearded
1,0,0,0,0,fre-eee
0,0,0,0,1,right-wing
1,0,0,0,0,alittle
2,0,3,0,0,social
0,0,0,1,0,hang
4,2,1,2,0,evil
0,0,0,1,0,norwegian
0,0,0,1,0,nine-pound
1,7,9,9,2,jealous
0,0,1,0,0,blamed
0,1,0,1,0,tune
0,0,0,1,0,gleamy
0,0,1,0,0,stupendous
0,0,0,1,0,bustas
0,0,1,0,0,forceful
1,2,2,1,3,humble
0,0,0,2,0,doc-tor
1,0,1,0,0,poorer
3,0,0,0,0,ragged
0,0,0,1,0,808
3,4,5,2,0,greatest
0,0,0,1,0,lieee
0,0,1,1,0,fiendin
0,0,1,0,0,shots-a
0,1,0,4,0,musical
5,4,4,16,4,left
1,0,0,0,0,seasonal
0,0,0,2,0,answering
1,0,0,0,0,indigo
1,0,0,0,0,star-spangled
0,0,1,1,0,kinky
0,0,0,2,0,ephemeral
1,0,0,0,0,warmest
2,1,0,0,0,sleepy
1,0,1,2,2,unfair
0,0,1,0,0,double-barrel
0,0,1,0,0,fla-vor
4,7,6,5,2,human
1,0,3,8,1,yes
1,0,0,0,0,about-ah
0,0,1,0,0,heatas
1,0,1,0,0,stick-up
0,0,1,0,0,knock-kneed
0,1,0,0,0,self-assured
0,0,0,1,0,fanicky
1,4,3,4,2,cherry
0,2,1,0,1,old-fashioned
0,0,0,0,1,royal
4,4,4,1,0,ooooh
0,0,1,0,0,spread
0,0,1,3,0,ok
24,26,21,16,7,easy
0,0,0,1,0,a-gunnin
0,0,2,1,0,righteous
0,0,1,0,0,breaky
0,0,1,0,0,opp
0,0,1,0,0,delayin
0,0,1,1,0,posed
0,2,0,1,1,possible
0,0,1,0,0,arab
0,0,0,2,1,ooohooohooo
0,1,0,0,0,discreet
0,1,0,0,0,dreamy
0,1,0,0,0,groer
0,0,1,0,0,gustan
0,1,2,1,0,unique
0,0,1,4,0,burnt
0,0,0,1,0,unfounded
0,1,0,0,0,bushy
0,0,0,1,0,vds
0,0,1,1,0,seductive
0,1,0,0,0,oh-we-oh
0,0,1,0,0,stylishing
2,0,0,0,0,nude
0,0,2,1,0,gifted
0,0,1,2,0,unnecessary
0,0,0,1,0,ouuuuuuut
0,0,0,1,0,specific
0,0,2,3,4,cooler
3,4,4,11,8,private
1,1,1,0,0,hung
0,0,2,1,0,notorious
1,0,1,2,1,worldwide
36,36,60,90,28,right
91,67,53,76,32,old
1,0,2,0,3,ole
2,1,0,3,1,people
0,0,0,1,0,ooooo
0,0,0,0,1,deaf
0,0,1,0,0,diggady
0,0,0,1,0,blushin
0,0,0,1,0,lorenzo-kitted
1,0,0,1,0,skinned
0,0,0,2,0,neva
8,4,4,6,2,dear
0,0,0,1,0,leanin
0,0,0,0,1,floor(whoa
0,0,0,1,0,creep
1,1,0,0,0,forgotten
0,0,0,1,0,anita
0,0,0,2,0,toxic
0,1,0,2,0,fourth
2,2,3,6,3,purple
0,0,2,3,0,normal
0,1,0,0,0,misled
1,2,1,2,1,daytime
0,0,0,1,0,creative
0,1,1,0,0,witty
0,0,3,7,1,icy
0,0,1,0,0,umm
0,0,0,1,0,ba-ba
0,0,1,0,0,beating
1,0,0,0,0,adorable
0,0,0,1,0,drink
0,0,0,1,0,ooowee
0,0,0,0,1,butterican
0,0,0,1,0,khaki
0,0,1,0,0,ironclad
2,1,3,2,0,bold
0,0,0,1,0,yourself(everysingle
0,0,0,1,0,defensive
0,0,0,0,1,one-of-a-kind
1,1,2,9,9,super
0,0,0,1,1,plug
0,0,3,0,1,dyin
0,0,0,1,1,theirs
0,1,0,0,0,10-pound
1,0,0,0,0,sizzling
0,0,1,0,0,misleading
0,0,5,15,4,plus
0,1,0,0,0,ooh-wah
0,0,0,1,0,thicky
0,0,4,0,3,treble
0,2,0,0,0,primitive
1,5,3,1,0,wasting
0,1,0,0,0,puzzle
0,0,0,0,1,float
0,0,0,1,0,get'cha
1,1,5,0,1,bound
0,2,1,0,0,obscene
0,0,0,1,0,lier
0,1,1,3,0,thankful
0,0,1,0,0,capped
1,0,0,0,0,refined
0,0,1,1,0,readin
0,0,1,0,0,stumble
0,0,0,3,1,wan
0,0,0,1,0,alarmed
0,1,0,0,0,razzling
0,0,0,1,0,initial
1,1,0,0,0,fight
5,1,1,2,1,virgin
1,0,0,0,0,fought
0,0,1,0,0,woooo
0,1,0,0,0,quirky
31,12,25,28,13,happy
0,0,0,2,0,lowest
0,6,5,18,2,head
1,0,0,1,1,secondhand
0,0,1,0,0,offer
0,1,0,1,0,bettin
0,0,0,0,1,fifty-leven
0,0,0,1,0,heah
0,0,1,1,1,realer
0,0,0,1,0,wireless
0,0,1,0,0,maddest
1,0,0,0,0,illuminating
1,0,3,2,0,hear
16,13,19,25,16,dead
0,2,2,2,3,oh-oh
1,0,0,0,0,4-barrel
0,0,1,0,0,digusted
0,0,0,0,1,223
0,0,0,0,1,unsuccessful
0,0,0,1,0,veritek
0,0,0,1,0,vive
0,1,0,0,0,urgent
0,2,0,0,0,invincible
3,0,0,2,1,layin
0,0,0,1,0,attached
0,0,0,1,0,flirtatious
0,0,0,1,0,fo-fo
0,0,0,0,1,evilest
1,0,0,0,0,chuga-chuga
0,6,7,1,0,emotional
0,0,0,1,0,caprime
1,4,2,3,1,average
0,1,0,3,0,juvenile
1,1,2,2,0,later
0,2,5,12,5,hotter
0,0,0,0,1,inclusive
0,0,0,1,0,metaphysical
0,1,0,0,0,drowsy
3,1,3,2,3,greener
1,0,0,0,0,dooby
0,1,0,0,0,muscular
0,1,1,2,0,drive
2,2,3,1,0,promised
0,0,0,0,1,mediocre
0,0,0,2,0,annoying
0,0,0,1,0,unholy
0,0,1,0,0,silliest
4,5,16,15,6,rough
0,0,1,0,0,marxist
0,1,3,3,2,faithful
1,0,0,0,0,eerie
0,1,0,0,0,na
1,0,0,0,0,ritzy
0,0,1,0,0,handed
0,0,1,1,0,finna
0,1,1,0,0,luscious
0,0,0,0,1,stagnant
0,0,1,0,0,holding
0,1,2,1,0,digital
0,0,1,0,0,vanished
0,0,0,1,0,irresistible
0,0,0,2,0,roll
0,0,0,1,1,absurd
0,0,0,3,1,picture
0,1,0,0,0,surfin
1,0,0,2,0,rubberband
1,4,2,8,5,welcome
1,0,0,2,0,polite
0,0,0,1,0,'d
0,0,1,0,0,again)(i
2,0,1,0,0,rolling
5,3,5,8,2,hurt
0,0,0,1,0,died
0,0,1,0,0,jacked
8,5,3,5,4,younger
0,0,2,0,0,un-break
0,0,2,1,2,faster
0,0,1,0,0,star-crossed
1,0,0,0,0,lowdown
0,0,1,0,0,sendin
0,0,0,1,0,fergie
0,0,0,2,0,ooohhh
0,0,2,0,0,oooohh
1,0,0,0,0,push
0,1,1,0,1,overdue
0,1,0,1,0,unavoidable
1,0,0,0,0,teary-eyed
0,0,1,0,1,global
0,0,0,1,0,ouch
0,0,2,1,0,grateful
0,0,0,1,0,ros
1,0,0,0,0,funkin
0,0,1,0,0,atuomatic
1,1,0,0,1,21st
0,0,0,1,0,yummy
0,1,0,0,0,formin
0,0,1,0,0,tounge
1,0,1,0,1,flash
0,0,0,1,1,hurtin
0,1,0,0,0,answered
0,0,1,0,0,flowered
0,0,0,0,1,a-list
0,0,0,1,0,rushin
1,0,0,0,0,followin
0,1,0,0,0,macho
0,0,0,1,0,goodyear
0,0,0,1,0,grippin
0,0,1,4,2,listenin
1,0,0,0,0,ba-dooba-do
0,0,0,2,0,feenin
0,0,0,0,1,exalted
0,0,0,1,0,apeshit
1,0,0,1,0,two-way
0,0,0,1,0,springer
0,0,0,0,2,unfamiliar
0,0,0,0,1,sloppy
0,0,1,1,0,fullest
0,0,1,0,0,blast
0,0,2,1,0,exact
0,0,5,5,0,minute
11,16,22,26,7,cool
2,2,1,4,0,dim
1,0,0,0,0,dark-haired
0,0,1,0,0,prophylactic
0,0,1,2,3,die
0,1,0,0,0,dig
3,0,2,0,0,cloudy
2,0,0,2,0,leave
0,0,0,1,0,discrete
0,0,0,1,0,voulez-vous
0,0,0,1,0,all-purpose
0,0,4,2,0,hittin
2,6,17,20,12,quick
0,0,2,0,0,dip
1,0,0,0,0,unaware
0,1,0,3,1,upper
0,0,1,0,1,spiritual
0,0,0,1,0,unexpected
0,0,0,2,0,slower
0,0,1,0,0,twitchin
0,0,2,0,0,cosa
0,2,0,1,1,tougher
0,0,1,0,0,dealing
0,0,0,1,0,smackin
1,0,0,4,0,erotic
0,1,0,1,0,dried
0,1,0,0,0,utter
0,1,0,0,0,eating
3,3,5,1,0,helpless
1,0,0,0,0,bake
0,0,0,1,0,chicken
1,0,0,1,0,ba
1,1,0,0,0,fistful
1,0,0,0,0,stately
0,0,0,1,0,vengo
0,0,0,1,0,fillet
0,0,0,1,0,uniform
0,0,1,0,0,business
1,0,0,0,0,wayward
1,0,0,0,0,hawler
0,0,0,0,2,international
0,1,1,0,0,shoo
3,1,8,8,3,freaky
2,2,3,0,0,filled
0,0,1,0,0,snot-nosed
0,0,0,0,1,hairy
0,0,1,0,0,milkbox
0,2,1,0,0,unsure
0,1,1,0,0,fakin
0,0,1,0,0,blunted
0,0,1,0,1,funeral
3,0,3,6,4,ridin
2,1,8,1,2,french
0,0,0,1,0,contemplate
0,0,0,1,0,bisquick
1,0,0,0,1,hoarse
0,0,1,0,0,gotdamn
0,0,1,0,0,groupy
0,0,0,1,0,aunque
1,0,0,2,0,change
0,1,0,0,0,unfinished
0,0,0,1,0,yankin
0,0,1,1,0,boy
0,0,1,1,0,pearly
0,1,0,0,0,in)(yes
1,0,0,0,0,canadian
1,0,3,1,3,dusty
0,0,0,1,0,root
3,7,3,4,4,guilty
0,0,0,2,0,step
2,0,1,0,0,screamin
0,0,0,1,0,self-conscious
0,0,0,0,1,boi
0,0,0,1,0,simultaneous
0,0,0,1,0,high-tech
0,0,0,2,1,priceless
0,1,1,2,4,weird
0,0,0,1,0,djame
1,0,0,0,0,pillow
0,0,0,2,0,wavin
0,0,0,2,2,motherfucking
3,0,0,1,3,teenage
5,5,5,4,2,love
2,2,10,7,1,extra
1,0,0,0,0,street\n{{ol|header=bonus
1,0,2,0,0,you\n
1,0,2,1,1,bloody
0,0,1,1,0,uphill
0,0,0,1,0,marvelous
1,0,3,0,1,charming
0,0,0,0,1,paralyzed
0,0,2,1,0,1st
0,0,1,0,0,atrocious
0,0,0,1,0,stingy
2,0,2,0,0,bended
0,0,1,0,0,ayo
0,0,2,0,1,vivid
